# 更新标记: 2025-11-11 21:54:50
央视频道,#genre#
CCTV10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=202511120400310198229660ad415d82fd42c861816de4&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=603be1c3cb533e6f17d949abab09579e&ddCalcu=e690e7315b49e001bca3bcab954393de761f
CCTV11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=2025111204003111ecf8385e214885b6b4f85edc8d8e7b&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8f071adedee24894ad910fca74e22a57&ddCalcu=785fea01277210ea4d7eadcefe021498d9a4
CCTV12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=202511120400316de01b1f63cb483d98f5e0752b5c8f4b&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bafd260ea8f7ae2d9234e806080c97a4&ddCalcu=4baae7f19d3c2006800e6a088fe74a3e229d
CCTV13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=20251112040031a095929cda6b48d7b0a9bdef0f062e20&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c09f8087c0f3e1b5a4ebe553ae6bee6d&ddCalcu=dc60ee91ef8b8060e8a73c505fe3bee14ba5
CCTV14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=20251112040031a91e5e6d320740aab3f5fb933cc04c5d&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=90d52038323744e6ac0a1d2fd7a8ee85&ddCalcu=5980eed1e54820a073d8f322d317a404cea6
CCTV15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20251112040031918c35ea8b49440e89f77273841781c4&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=60ac4677547be662bea31c2a95c2202c&ddCalcu=c620e0a12c3240c65797a524c71b3ea6e6b2
CCTV16,http://118.78.196.23:55555/rtp/226.0.2.169:9264
CCTV17,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=20251112040031b2b77c7359304be2805a12297c3fcbc9&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20251112040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=106.13.250.88&SecurityKey=20251112040031&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=935cd3c95aa1563a62ad905f44629ca4&ddCalcu=49a3ec519c32d0634c49f55a0a91d5a6236a
CCTV+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTVnews,http://183.11.239.36:808/hls/34/index.m3u8
CCTV风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
CCTV兵器科技,http://sh.lnott.top:880/dx81.m3u8
CCTV第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
CCTV央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
CCTV世界地理,http://sh.lnott.top:880/dx72.m3u8
CCTV风云音乐,http://sh.lnott.top:880/dx73.m3u8
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV文化精品,http://sh.lnott.top:880/dx104.m3u8
CCTV发现之旅,http://8.138.7.223/tv/migu3.php?id=fxzl
CCTV电视指南,http://ygbh.site/php/bfgd.php?id=164
CCTV游戏风云,http://www.cdnstv.com:6398/hls/1184/index.m3u8
CCTV中国天气,http://ygbh.site/php/bfgd.php?id=160
CCTV中学生,http://8.138.7.223/tv/migu3.php?id=zxs
CCTV老故事,http://8.138.7.223/tv/migu3.php?id=lgs
CCTV书画,http://211.103.180.178:8233/live_hls/hdmi.m3u8
CCTV4K,http://106.59.2.255:55555/rtp/239.200.200.202:8784
CCTV西班牙语,http://8.138.7.223/tv/migu3.php?id=cgtne
CCTV法语,http://8.138.7.223/tv/migu3.php?id=cgtnf
CCTV阿拉伯语,http://8.138.7.223/tv/migu3.php?id=cgtna
CCTV俄语,http://8.138.7.223/tv/migu3.php?id=cgtnr
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
CCTV11066600,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV20241,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
CCTV-高尔夫网球,http://171.116.216.113:10010/rtp/226.0.2.217:9648
CCTV-风云剧场,http://171.116.216.113:10010/rtp/226.0.2.227:9728
CCTV-第一剧场,http://171.116.216.113:10010/rtp/226.0.2.221:9680
CCTV-兵器科技,http://171.116.216.113:10010/rtp/226.0.2.223:9696
CCTV-央视台球,http://171.116.216.113:10010/rtp/226.0.2.216:9640
CCTV-风云音乐,http://171.116.216.113:10010/rtp/226.0.2.220:9672
CCTV-文化精品,http://183.184.47.145:8001/rtp/226.0.2.219:9664
CCTV16(4K),http://183.220.107.138:4022/rtp/239.10.0.187:5140
CCTV8K,http://www.douzhicloud.site:35455/nptv/cctv8k.m3u8
CCTV高尔夫网球,http://sh.lnott.top:880/dx98.m3u8
CCTV828230020258820255+2300,https://migu.188766.xyz/play?migutoken=e82a4752d11800d1d4f46bd86cbd550a&id=47dPP8McK96RSUeuNbwHJPUIUZmFM4RWQnD%2BZP18Jc017yicLTOc%2BQgikC5kaW6K5GGZskxwCi9HpJZHXCwRJkbJ%2BdnmGYZ8gvNsh%2F%2FbuK0ms2S%2BB5Xmob5FqszU7lTVNz7CWmMwgsWedEIUshcK5ViVhONOD6ZoDOiy3z1FyC37MPDtniv1qd0O7OzgMidXLXPnS%2FSzt8S0xcO5%2Frbt%2FeTA0EymCI3lPnnNIaf9Ffo%3D&name=%2BKHW2qiK54VQShN2BTprQr26gPppOf4Pcwsm1Qa66lt1tQ5lIbF9L49%2FD8azH5GQP2T4RpOOdfenOo2REt8c1sPK9To7XVvK8UwmicdE3DOgS6P1A2BzpHAFj54XJ9HmPYfmaBiaTxxPhje3SZYaWbhEFzrqFTIPePu9eoqAWYYn%2FjEph7gABoYfc71FZ9GO%2B4CwKwV%2FuAAnLsya%2BnZT8w7eRzX7IRpHeONpd7tn3FlbZKFiY4cOkiTz%2Bh%2FnUtJC
CCTV-少儿,http://113.200.114.168:20000/hls/14/index.m3u8
CCTV102519302216,https://migu.188766.xyz/play?migutoken=b0200de84359eeabd0702e32de07d7bd&id=YVC4X5RFzCXaAfiN1i6HUnpt52Bv0sXQ%2B4tE47rgJ7TyIQhBEY%2FhzpM51hGSKIfbTum7qhvBpc2GbmB%2FCxPN2mqRMuv7MoSkf85mlmwrEjJbxyPAebk0ZBJ%2BVLqROzoabj7wKYnv%2BZiRlHdcBYtVUGpX4dEJCDzidypTO8NJVvQ5UgnfVfcSQ3jOS5ZVjoTFLG2RZWhU%2BUoBxpqJNK77HA%3D%3D&name=vBhaeS5rzkTio4cXxoPTbqWznE3cJy4ZeIvN7dgQCPsIAsuUP5VgGkC%2B%2FP%2BqCyxgooyLbf83XVUcIy6a%2FM5nv%2FDexfzS3YoWPDATJkyGr8pjAMdZ2Nw20kM5Q9i0f7rjOetLJkWwqFeBQeI0w9crwOkR7HaPP3T%2FL%2FHu4evUKDLsWcTdEeuR6nQwNLT1sJnD
CCTV102623155,https://tv.iill.top/HuiK/6LG31W
CCTV-游戏风云,http://171.116.216.113:10010/rtp/226.0.1.173:2096
CCTV-台球,http://171.116.216.113:10010/rtp/226.0.1.181:2118
CCTV1025194018185,https://migu.188766.xyz/play?migutoken=48bb30d31cea04a832e01424eb5f7684&id=tfklTUplf07a%2BmmhFx0XWN297fmBwv0tHdKLconZ2cBHJ7mYo3ooJdE7GOoQuTiTbuySy3vgG01BqFqyXcX2MGrAUPoe4BeFtIbpWVChEeyP%2Fv5qIEEtP8AgUQOQ32rX8F8g7LIuwE8SPg%2FM3xlR8Nn6E5qmzr0ObZBYGD3DuCuJAAEuROqDEcSij5oWIAVCpSsNx%2F%2BdJDT%2FyKqPhvks8g%3D%3D&name=s3FaMTNCXVxSE8dv9uhF8dl2nkfXUWGe5w9e8LDBDW5Hz1fqQ%2BEIdiaRdCvrYCQqzZa0MGdkX6FJZYmB%2BWvXQ%2Bzb8CK0MvX78liqfQsGDGIaH1MwgGJPkOQ33lPHn1GQ
CCTV10271400787816,https://migu.188766.xyz/play?migutoken=f58651ae9bb947294b272618e60c3936&id=3BGHNC9KK4c%2FTZIlfOTDfbz62vzPEenLagztF%2BdelZ5ZLOjgSXxLlUcLAx06wVtqwlwuai9zntOlK0CYtcje0gr4p%2Fdg8yQxl80dhrPMd5Dwb%2BtgUEjGOj0FmibCm%2BPLc5VYTfesO%2FlWLHGVtlC13oEqBnc6qpwCFtjMJLHhUtk42sbVAWIX%2BkOQnBCRmRbbYsGzG3hINFV%2FaCrMP4wG9w%3D%3D&name=MngktVgn6DMltL1K7lDQKkv%2F6u%2BcxAfpaTvirM2JCHxSeSwnWw415i0MQHayPP6ou8tW2c52cK69Fbkf0BaAYQDh53VC7CcllyDQ%2BEAGR6QlV91UVNcw6XnnygkoQLxQ9TIHNRRbrrCqzHfL%2FKirWw%3D%3D
CCTV10271530565616,https://migu.188766.xyz/play?migutoken=83c7d09e0da105984c4e9820269da8c3&id=2h45ZxR%2Bf6rruSwxLwoQK8pNGCWxm51XElCSboyA4Vi7vNReCCqRrIt%2BIGJtBoMAqFtKZZ2iFWR%2BDF42sEGZFX7Ka3XczF%2FYipqxZltKCiL7aXbkTCkY%2FPVjzaOw%2FZWAJS9tkF5GWVgqtmokeqNMVpEsSOWbR8SklwxWrjj%2B3u%2B4VZ0F%2BmqBz%2Fp0NzZYS1I0hjezrGaxqaJ2PIYlaqc3uQ%3D%3D&name=tKbUtMoLE1PXWH8PwpSH7CYkTRMW5pR5twPcbNw5sR3T4J4eK1hQkxZ%2BBo8%2B4vLGtfYL%2FwNTIC4RdEAZb3x3lgB9FZDkGYx9IP0OT2cWUWhAPTgI%2BEwJRerxjNXon9cyczQOw5nHBEwukM%2F4hdYv2Q%3D%3D
CCTV102718005+,https://migu.188766.xyz/play?migutoken=fa95ae773ce59e3cc6dd470c9bc9e3de&id=W1uFah4%2F1OqKdzq06E2xptVvQbYAJNoMXEyosAtQ3cKSnNOQlpnPGwiN6fqMqmu0pFRhzA2UgFbstDkGsNz9pdEsJYGKfq7QBDTQIicdmh4FDH3jYrtgeryO5ccBAwC7UU1M8Oj5Fikvn7oNNygSBax1ENM0P9UYMFbm1UMjrSZR4IYPiKhyXewZVMdCBXqBMFZ%2BE4IhJKGpeLVCJfyxzA%3D%3D&name=ll4mdTwbP7vWYBj9TsEZGm7z3Gjew6ttw4kA6uZkNup8HgaNF3snwbQDoxdvH3ianhDQiLc3GsygR6uLxVcRZTQgeAlav3hD3arOt0HiXZ5kP82TsXi31Qd1rKUgOzE5
CCTV102719305,https://migu.188766.xyz/play?migutoken=b1b017a94cee8c7f0173dd921da4b714&id=bP1bepYCsPWqb7Le79cyx1S6JhtzDv2ctmENaYw47TYBIu1d0Y%2F1SePZEqKnRhi3hf%2F5%2BuLVKyzjPP0favMLI3Rdya1JFfxK7wn76yvbIvo7xN9HvgpXT0vDvgsub6gHHHYUHMcrrhuVgezoHo6O2B1muNW9tudOcJl4zx6Kyn5DTx%2Bz0XfmFvLEAGkQ79X%2BA0kBvDAPMLLCfaUtFhZFsw%3D%3D&name=VIQ0bAwQ0vIfT4Di2OtLTgP46IBKlcyHjteXvvmegO%2FjVzHZV3BELqWLBDzGJBgsbQvSxdQMhTU2apVJvEWFrxRYPt4fii9aDMQ2MSvxkGd1xVZQdzwgMsDAw79B7PHG
CCTV1K33,https://stream1.freetv.fun/cctv1-71.m3u8


卫视频道,#genre#
浙江卫视,http://61.159.135.17:18000/rtp/238.255.2.100:5999
湖南卫视,http://61.159.135.17:18000/rtp/238.255.2.93:5999
江苏卫视,http://61.159.135.17:18000/rtp/238.255.2.104:5999
深圳卫视,http://61.159.135.17:18000/rtp/238.255.2.61:5999
湖北卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=202511120400333e44574f2ca94eaf86eb4981c7cba896&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20251112040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=106.13.250.88&SecurityKey=20251112040033&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=009ec76b55727bdb2f53effdb48f964c&ddCalcu=c040e6919e7fc08746bbd5f5f7e2375bfd2b
安徽卫视,http://61.159.135.17:18000/rtp/238.255.2.101:5999
东方卫视,http://gslbmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=202511120400328ac11ab8e7cb4a559eb3240264795122&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20251112040032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=106.13.250.88&SecurityKey=20251112040032&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a1665a8aa6f304953c722c1c2215daf3&ddCalcu=3af1ea61d615501a282aca16cf232074c935
东南卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=202511120400333eab273928084a9db9c0e4197cc23324&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20251112040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=106.13.250.88&SecurityKey=20251112040033&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d92ff413d2c13d088f59e0ed8a99269f&ddCalcu=fd99e6212f99f094a183dde20ce1935df088
云南卫视,http://61.159.135.17:18000/rtp/238.255.2.63:5999
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-1.m3u8
凤凰卫视,https://stream1.freetv.fun/feng-huang-wei-shi-2.m3u8
兵团卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/index.m3u8?msisdn=20251112040033ff1d66cb0dd149b58d1cfc61093984ad&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20251112040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=106.13.250.88&SecurityKey=20251112040033&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bde1c77b7436635c5ac03f18518fb1ad&ddCalcu=dbade1e1b16fc087175b8714f33606c3a55c
农林卫视,http://61.159.135.17:18000/rtp/238.255.2.120:5999
北京卫视,http://61.159.135.17:18000/rtp/238.255.2.81:5999
南方卫视,http://111.221.137.155:44330/tsfile/live/1002_1.m3u8?key=txiptv
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=txiptv
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=2025111204003376e8e0d43e414b42b6d39684d2a555c1&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20251112040033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=106.13.250.88&SecurityKey=20251112040033&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bd012c5c978a7dce3cca9adfd7d8e9c6&ddCalcu=6bcde901e17820dc75dcf9d7a89aa7cdcc3e
四川卫视,http://61.159.135.17:18000/rtp/238.255.2.76:5999
天津卫视,http://61.159.135.17:18000/rtp/238.255.2.99:5999
宁夏卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=202511120400343a9350559324414cb9d4da6e60b1ecb3&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20251112040034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=106.13.250.88&SecurityKey=20251112040034&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d5663f8fe583cd90d44acff85c8725de&ddCalcu=edd5e5612687308fc85f8ef5f8c3ac4d49d0
安多卫视,http://61.159.135.17:18000/rtp/238.255.2.189:5999
山西卫视,http://61.159.135.17:18000/rtp/238.255.2.71:5999
