更新时间,#genre#
西安二套,http://112.46.85.60:8009/hls/29/index.m3u8
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
凌云综合,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
北海新闻综合,https://live.gxrb.com.cn/gx/beihai/index.m3u8
博白综合,http://live.gxrb.com.cn/hls/a22/index.m3u8
田东综合,https://live.gxrb.com.cn/gx/tiandong/index.m3u8
融水综合,https://live.gxrb.com.cn/gx/rongshui/index.m3u8
龙州综合,https://live.gxrb.com.cn/gx/longzhou/index.m3u8
康定综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
金牌综艺,http://111.43.126.240:9003/hls/90/index.m3u8
韩国|tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?韩国|tvN Movies
tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?tvN Movies
睛彩篮球,http://3501776.xyz:35455/itv/2000000003000000061.m3u8?cdn=FifastbLive
睛彩竞技,http://3501776.xyz:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
24小时轮播霞慕尼amp马德里攀岩世界杯,https://mursor.ottiptv.cc/bilibili/1809421678
咪视通-1,http://3501776.xyz:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪视通-6,http://3501776.xyz:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪视通-2,http://3501776.xyz:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪视通-3,http://3501776.xyz:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪视通-5,http://3501776.xyz:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪视通-7,http://3501776.xyz:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪视通-4,http://3501776.xyz:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪视通-9,http://3501776.xyz:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪视通-10,http://3501776.xyz:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪视通-11,http://3501776.xyz:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪视通-12,http://3501776.xyz:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪视通-16,http://3501776.xyz:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪视通-15,http://3501776.xyz:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪视通-13,http://3501776.xyz:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪视通-14,http://3501776.xyz:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪视通-17,http://3501776.xyz:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪视通-38,http://3501776.xyz:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪视通-28,http://3501776.xyz:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪视通-31,http://3501776.xyz:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪视通-26,http://3501776.xyz:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪视通-34,http://3501776.xyz:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪视通-32,http://3501776.xyz:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪视通-24,http://3501776.xyz:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪视通-35,http://3501776.xyz:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪视通-37,http://3501776.xyz:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪视通-45,http://3501776.xyz:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪视通-40,http://3501776.xyz:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪视通-19,http://3501776.xyz:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪视通-33,http://3501776.xyz:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪视通-39,http://3501776.xyz:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪视通-44,http://3501776.xyz:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪视通-41,http://3501776.xyz:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪视通-29,http://3501776.xyz:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪视通-8,http://3501776.xyz:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪视通-43,http://3501776.xyz:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪视通-30,http://3501776.xyz:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪视通-18,http://3501776.xyz:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪视通-27,http://3501776.xyz:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪视通-36,http://3501776.xyz:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
扁豆看电影,https://mursor.ottiptv.cc/huya/16028551
小涛讲电影V,https://mursor.ottiptv.cc/douyu/8415464
微笑影视解说,https://mursor.ottiptv.cc/douyu/9476790
JG影视解说,https://mursor.ottiptv.cc/douyu/9391277
豆客解说,https://mursor.ottiptv.cc/douyu/8883122
珞珞说电影,https://mursor.ottiptv.cc/douyu/3718888
解说_扁豆看电影,https://live.metshop.top/huya/16028551
电影_古装片,https://live.metshop.top/huya/11336590
追梦凌宝,http://lxajh.top/tv/douyu.php?id=1377142
史君说剧,https://mursor.ottiptv.cc/douyu/9419771
爱情公寓95001,http://zzy789.xyz/douyu1.php?id=11720507
菠萝屋的海绵宝宝,http://iptv.jxpan.vip:18888/aio/douyu/3949681
影视笑工场,https://mursor.ottiptv.cc/douyu/10298846
已知艺术家漫画解说,https://mursor.ottiptv.cc/douyu/5907076
漫画解说,https://mursor.ottiptv.cc/yy/1382735568
许君聪经典小品,http://zzy789.xyz/douyu1.php?id=10419558
老高与小茉的死忠粉,http://zzy789.xyz/douyu1.php?id=236461
怪兽马提尼电影,https://mursor.ottiptv.cc/douyu/9075333
萌小鬼,http://zzy789.xyz/douyu1.php?id=3928
拳叔二次元,http://zzy789.xyz/douyu1.php?id=9484105
电影_怪兽,https://live.metshop.top/huya/21059577
斗鱼搞笑HD4,http://zzy789.xyz/douyu1.php?id=9817729
当燕双鹰遇见李元芳,http://iptv.jxpan.vip:18888/aio/douyu/3439096
当幽兰剑遇上链子刀,http://zzy789.xyz/douyu1.php?id=6027991
疯狂小潴潴,http://zzy789.xyz/douyu1.php?id=5522351
成龙历险纪,http://zzy789.xyz/douyu1.php?id=2287949
小姐姐不记得,http://lxajh.top/tv/douyu.php?id=3700024
小迪迪丶希希,http://zzy789.xyz/douyu1.php?id=12130861
好萌的企鹅393,http://lxajh.top/tv/douyu.php?id=10198644
OneGuy丶,http://zzy789.xyz/douyu1.php?id=9734098
兔兔MC维辰软桃团,http://lxajh.top/tv/douyu.php?id=8266799
崔然竣舞台天才,http://zzy789.xyz/douyu1.php?id=113158
发条张的电影最TOP,http://zzy789.xyz/douyu1.php?id=2164691
万合鲜肉老师,http://zzy789.xyz/douyu1.php?id=9815091
红灯亮时丶右转,http://zzy789.xyz/douyu1.php?id=8971159
方攵日央木几,http://iptv.jxpan.vip:18888/aio/douyu/9942574
电影黑匣子,http://iptv.jxpan.vip:18888/aio/douyu/8706652
动画魂,https://mursor.ottiptv.cc/douyu/9393242
冷君聊大片,https://mursor.ottiptv.cc/douyu/9666219
乌拉吖有剧,http://lxajh.top/tv/douyu.php?id=10075154
邱淑贞,https://live.metshop.top/huya/11352949
狗毛电影,https://mursor.ottiptv.cc/douyu/9356637
钟馗传说,https://mursor.ottiptv.cc/yy/1382736839
雍正王朝,http://cfss.cc/cdn/hy/11342439.m3u8
卡酷少儿,http://106.53.99.30/tv/20250803.php?id=卡酷少儿
新动漫,http://dassby.qqff.top:99/live/新动漫/index.m3u8
经典动漫,https://www.goodiptv.club/yy/22777075
火影忍者,https://live.metshop.top/huya/29465866
青岛摩登音乐调频,http://video11.qtv.com.cn/zhibo886/manifest.m3u8
翡翠台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_jade.flv
无线新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_wxxw.flv
HOY77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy77.flv
TVB plus,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_j2.flv
HOY78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy78.flv
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream2/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
星光综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/zxcvbnm9852.flv
有线18,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogemytv0318.flv
Hoy77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogehoy77511.flv
广电翡翠,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge15131132145.flv
Hoy78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xaigjiaogehoy7801.flv
CINeMax,http://61.216.11.93:49981/stream/channelid/1222093986.m3u8
八大综合,http://61.216.11.93:49981/stream/channelid/1339557876.m3u8
Nick少儿,http://61.216.11.93:49981/stream/channelid/580636100.m3u8
中天新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztxw.flv
中天亚洲,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztyz.flv
中天综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztzh.flv
民视台湾,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_mstw.flv
东森综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_dszh.flv
八大第一,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_bddy.flv
天映频道,https://hkfa.2025link.site/43rd_HK_Film_Awards/astro_celestial_movies
ViuTV,https://hkfa.2025link.site/43rd_HK_Film_Awards/viutv_99
爱尔达娱乐,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_aedyl.flv
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
华视,rtmp://f13h.mine.nu:1935/sat/tv111
纬来日本,rtmp://f13h.mine.nu:1935/sat/tv771
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
momoTV,rtmp://f13h.mine.nu/sat/tv761
龙华偶像,http://104.233.200.52:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
龙华经典,http://104.233.200.52:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
靖天卡通台,http://104.233.200.52:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
八度空间,http://8.138.7.223/【公众号：榴芒电视】/8tv.m3u8
梨园,http://tvcdn.stream3.hndt.com/tv/65b67b15017e1000258a2b2400000000_transios/playlist.m3u8?wsSecret=4b0c7370b251cf73cb8cbf9403951142&wsTime=1755514819
演唱程响_是否,https://txmov2.a.kwimgs.com/upic/2023/05/04/11/BMjAyMzA1MDQxMTQyMzZfMTM4ODQ2MjU5MF8xMDIyNTUwODM0MzVfMl8z_b_B6b2a4f4f70e27bf7915609b0876287ce.mp4?tag=1-1705540739-std-1-msqhkxrpxy-d4e0f8c8c2deb8e6&clientCacheKey=3xx6zux29kaegjm_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
思南Dj禹豪-全英文Electro精选Right,https://mp4.djuu.com/c2/17/2024/048c01b9d4f5dc5b.m4a
2023年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
小品《送水工》赵本山,http://gcw.bdcdn.shoujiduoduo.com/v/181110/fff6f7161025c1ae11713e683d2b9c30.mp4小品《功夫》赵本山
CCTV高网,http://171.125.90.241:6001/rtp/226.0.2.217:9648
赵本山小品,http://jiaojirentv.top/2020/yy.php?id=1354936217
江苏：地方台,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛综合,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
如东综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
宿豫综合,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd
江宁频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
沛县综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
靖江综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
恩施综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1812.m3u8?auth_key=3322524559-0-0-91369a707e53997c66aea96fba6e414e&extra_key=Fn3K5CSAbEsf-5fzUnzydENrea727-MmmTVOEadItt4hz3QEBCG8z5KaM1VZmYUZwurb5S-QCfB3bWe_DEQ5ngQwAn4jrE3cmEWkchUrMyf9jqarfDVj2GGAKcOdiM0Ls34P4BF-t1WTw2XEwKqzEQ
赣榆综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
高邮综合,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
涟水综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
泗洪综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
睢宁综合,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
姜堰综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
扬州邗江综合,http://cm-wshls.homecdn.com/live/8c3.m3u8
宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
南京江宁区,http://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
常州金坛,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
无锡都市,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=cfacd5221704890772
大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
赣榆新闻,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
扬州1套,http://cm-wshls.homecdn.com/live/8bb.m3u8?wsSession=79513967f36b97291b6ac172-171280250661852&wsIPSercert=0f540f265a90d9637de4bfc98dba8554
扬州2套,http://cm-wshls.homecdn.com/live/8bd.m3u8?wsSession=71483682f8c082ffbcb3f35c-171280252396805&wsIPSercert=0f540f265a90d9637de4bfc98dba8554
南京新闻,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8
上海：地方,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd
崇明综合,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
嘉定综合,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
无锡综合,http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=b27ac8431707368778
无锡娱乐频道,http://stream.thmz.com/wxtv2/playlist.m3u8?_upt=22c8ae641707368797
无锡经济频道,http://stream.thmz.com/wxtv5/playlist.m3u8?_upt=2e07387a1707368071
无锡生活频道,http://stream.thmz.com/wxtv4/playlist.m3u8?_upt=8c51357c1707362770
无锡都市资讯频道,http://stream.thmz.com/wxtv3/playlist.m3u8?_upt=f8565e4d1707369057
阳江综合,http://183.236.161.100:8962/live1173.m3u8
淮安无线,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8
淮安公共,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
义乌综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
湖南：地方,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
临沂公共,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream_360p/chunklist_w194686256.m3u8
临沂农科,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
临沂图文,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel116773/playlist.m3u8
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8
万源综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8
枣庄综合,http://stream.zztvzd.com/1/sd/live.m3u8
东营公共,rtmp://stream.hhek.cn:9936/live/ggpd_sd
青川综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
横州综合,http://live.nnnews.net/video/s10004-hztv-hd/index.m3u8
泸县综合,rtmp://tv.lxxcb.cn:1935/channellive/lxtv1?zsicd
山东：枣庄综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
沙湾综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
青神综合,http://lmt.scqstv.com:80/live1/live1.m3u8
重庆：万源综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
岳池综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b
河南：焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
开封综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
济源电视综合,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
巩义综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
新安综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
方城综合,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑综合,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend//live.dxhmt.cn:9080/live/yshnpre.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
新乡县综合,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
灵宝综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
夹江综合,rtmp://tv.jjrm.org.cn/channellive/ch1
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
义马综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
昭化综合,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
郸城综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
唐河综合,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
彭山综合,http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8
开封公共,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
河南梨园,https://dd.ddzb.fun/php/hntv.php?id=hnly
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
栾川新闻,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
武陟综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
巴中1,https://bzrmtlive.bzitv.cn/live/240726Bztv001001/hls.m3u8
巴中2,https://bzrmtlive.bzitv.cn/live/240726Bztv002002/hls.m3u8
第三调解室,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1033_720P_t10/c60_fast_1033_720P_t10.m3u8?d
健康大问诊,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1035_720P_t10/c60_fast_1035_720P_t10.m3u8?d
