更新时间,#genre#
宁夏卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=202511090400288edfe77d73dc48b4ad2ca88994ca6a3d&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20251109040028&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=106.13.250.89&SecurityKey=20251109040028&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7dbc3d590db12227f95b774eee6349be&ddCalcu=e7bde9b04c83306de5e9e04d7b71b25292f7
大冶综合,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8
大冶二套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8
武义新闻综合,http://play-sh13.quklive.com/live/1707437639053211.m3u8?auth_key=2039926222-0c20643324d74ab6bca329f2864d9615-0-ad7dc9def9f83b2cc7693a23f6d91251
庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed[浙江]洞头综合频道
优漫卡通,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=20251108160039aacba6cf11664c86b2b59bf976b18c8a&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20251108160039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=106.13.250.89&SecurityKey=20251108160039&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2c015807bd422bb43f14198911728de6&ddCalcu=62eced008162507810179b8d9412421bfb34
南京教科,https://migu.188766.xyz/?migutoken=a8c1ddabfd5c3c994fc8cb03115399fe&id=%E5%8D%97%E4%BA%AC%E6%95%99%E7%A7%91%E9%A2%91%E9%81%93&type=yy
南京新闻综合,https://migu.188766.xyz/?migutoken=80b94ba5264825a20bf0c9fbdc92b394&id=%E5%8D%97%E4%BA%AC%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&type=yy
南通新闻综合,https://migu.188766.xyz/?migutoken=61a3a9103235260cc82c94647d760ce5&id=%E5%8D%97%E9%80%9A%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
淮安新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=202511090400296f47a46439a74551b46e146083e1e36d&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20251109040029&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=106.13.250.89&SecurityKey=20251109040029&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5db673f38d3ae51ffb90569de8489baf&ddCalcu=f5adebb0969870438fe3d89d635a0e95b1ff
溧水新闻综合,https://migu.188766.xyz/?migutoken=ef04752b2826aebb74acd2c97ae3d6c4&id=%E6%BA%A7%E6%B0%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
苏州新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0811&tk=e503191f8e20
北京卡酷少儿,https://migu.188766.xyz/?migutoken=05eaa29189c93d906e117818c1e66c0d&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy
滨海新闻综合,http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
北京生活,http://cards.imwork.net:15893/rtp/239.3.1.117:8000?
BRTV体育,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.243:8000
法治天地,http://dassby.qqff.top:99/live/法治天地/index.m3u8
都市剧场,http://dassby.qqff.top:99/live/都市剧场/index.m3u8
上海新闻综合,http://gslbmgsplive.miguvideo.com/wd_r4/dfl/xinwenzonghehd/1200/index.m3u8?msisdn=20251108160037843cef45fa7f445882d385e070e9caf0&mdspid=&spid=699212&netType=0&sid=5500002275&pid=2028597139&timestamp=20251108160037&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632657&ParentNodeID=-99&assertID=5500002275&client_ip=106.13.250.89&SecurityKey=20251108160037&promotionId=&mvid=5100001716&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ad2aca16261f96ec792c601d2fb11361&ddCalcu=1a6de3201a11c0baf126d216016fc9269e7c
安徽影院,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0964&tk=2894ccdba8fc
海南自贸,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
辽宁北方,http://dassby.qqff.top:99/live/辽宁北方/index.m3u8
辽宁影视剧,http://dassby.qqff.top:99/live/辽宁影视剧/index.m3u8
辽宁教育青少,http://dassby.qqff.top:99/live/辽宁教育青少/index.m3u8
辽宁生活,http://dassby.qqff.top:99/live/辽宁生活/index.m3u8
辽宁经济,http://dassby.qqff.top:99/live/辽宁经济/index.m3u8
辽宁都市,http://dassby.qqff.top:99/live/辽宁都市/index.m3u8
辽宁体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8
辽宁公共,http://dassby.qqff.top:99/live/辽宁公共/index.m3u8
陕西新闻资讯,http://gslbmgsplive.miguvideo.com/migu/kailu/sxxwzx/51/20250804/index.m3u8?msisdn=20251109040030cdddb3e15eaf457a855edd13eef9d449&mdspid=&spid=600572&netType=0&sid=5910022187&pid=2028597139&timestamp=20251109040030&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909289&ParentNodeID=-99&assertID=5910022187&client_ip=106.13.250.89&SecurityKey=20251109040030&promotionId=&mvid=5900006710&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=81a6c7b98d801df6c28ac8f96f486545&ddCalcu=5841e5a06668c047fb6998fd88c0a18d2fc6
陕西都市青春,http://gslbmgsplive.miguvideo.com/migu/kailu/sxdsqc/51/20250804/index.m3u8?msisdn=202511081600393665cfe8da174f3286785d7893a585fe&mdspid=&spid=600572&netType=0&sid=5910022190&pid=2028597139&timestamp=20251108160039&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909358&ParentNodeID=-99&assertID=5910022190&client_ip=106.13.250.89&SecurityKey=20251108160039&promotionId=&mvid=5900006713&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=da3ef5f314fa813e481d61a1801af0ca&ddCalcu=adcae030fe6af0150f8311a41f6ad811834e
陕西体育休闲,http://gslbmgsplive.miguvideo.com/migu/kailu/sxtyxx/51/20250804/index.m3u8?msisdn=20251108160035a61a7d862f2e4476a022f7a1c3f4f2b7&mdspid=&spid=600572&netType=0&sid=5910022189&pid=2028597139&timestamp=20251108160035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909356&ParentNodeID=-99&assertID=5910022189&client_ip=106.13.250.89&SecurityKey=20251108160035&promotionId=&mvid=5900006712&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=4e37afbf4c4f690b7d49ed7fb619701f&ddCalcu=f41ee0307769a01f6bbff47cd4ef9649d07b
河南民生,https://migu.188766.xyz/?migutoken=184a97f907a25feed0f82f7b1e5a81cc&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy
柳河综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5ab50c&tk=6949f8ce7202
门源综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8ca1c1&tk=6949f8ce7202
万源新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1447ce&tk=922ba46651d3
广安公共,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f17b27&tk=6949f8ce7202
黑龙江少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0219&tk=e640d0a1bf70
佳木斯新闻综合,http://218.8.87.96:4000/rtp/229.58.190.163:5000
欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8
相声小品,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1044_720P_t10/c59_fast_1044_720P_t10.m3u8
纪实科教,http://106.59.3.183:55555/rtp/239.200.200.147:8728
超级综艺,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1044c9&tk=822270345d4c
韩国|tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?韩国|tvN Movies
CNA,https://hls-gateway.vpstv.net/streams/709497.m3u8
tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?tvN Movies
Gugbang TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
睛彩羽毛球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0009&tk=b53028476470
超级体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3188&tk=23a9aca1f79f
10-05 11:00_NBA季前赛_东南墨尔本凤凰vs鹈鹕 英文原声,https://migu.188766.xyz/play?migutoken=f8316091171f68b0952672c160ea2f41&id=U1qlHE1zalbdGDatSrfE%2BACzRrilFNue%2FO7X15GaZDOaPyezWMf58M8gg8vMLvC3%2FuQP2wYTO%2BRyGOTJBlUVvns89hSomn3ecj1yUaMQOgNe8sK6T1Qub%2FguM6hRghZ4ggwg8pDllWyAXtZOvQNSOX9vcooubxv9rlFnnxP2y44uYuO3yhQSI3bSy3IMh5z3ihWbdlh%2Fq3XqTo4R%2FrxHechGWR352zruf15S5hUk5Y1fTbmjVkLah8TQHrnpWpSmLWpUCnLNGQ%2B6dqctS5pIhJPc9LRUsZ9M5MVyMFSg5nD%2F8vRAt2s1AFdl%2BQ3kC3yI3u3gzca83IuvWifDukrf4g%3D%3D&name=8ZLlxkQwDfRGwwt8y5d94N%2FWVUYS4WU%2FrpZ41EkbJb7nm%2FRe9Gu%2FJqsSs6eEavJGuOAlCyXVAopYlEqK57dVmCQktaXiPA6GXvXZjL7VHipOePd0KUR8Rh9GKY0Ejo5d
越哥说电影,http://tv123.top:35455/huya/15894162
邵氏影院,http://www.douzhicloud.site:35455/douyu/4246519
小川侃电影,http://tv123.top:35455/huya/15870999
解说_阿斗说电影,https://live.metshop.top/huya/13303478
解说_大象放映室,http://cdn.jdshipin.com:8880/huya.php?id=21277391
77说电影,http://tv123.top:35455/douyu/9444320
电影_赛车,https://live.metshop.top/huya/11279247
电影_战争,https://live.metshop.top/huya/21059592
电影_港片,http://cdn.jdshipin.com:8880/huya.php?id=11602043
电影_丧尸片,https://live.metshop.top/huya/21059578
斗鱼电影16,http://zzy789.xyz/douyu1.php?id=426517
菠萝屋SpongeBob,http://lxajh.top/tv/douyu.php?id=12400977
赵本山经典小品,http://tv123.top:35455/douyu/9817716
舟老师丶,http://live.nctv.top/douyu.php?id=39300
拳叔二次元,http://tv123.top:35455/douyu/9484105
卖女孩滴小姑凉,http://zzy789.xyz/douyu1.php?id=922564
一条闲木鱼,http://zzy789.xyz/douyu1.php?id=10102281
米尼影院,http://zzy789.xyz/douyu1.php?id=7642724
网神影厅,http://zzy789.xyz/douyu1.php?id=508118
电影_宇宙,http://cdn.jdshipin.com:8880/huya.php?id=11342428
电影_许氏三杰,https://live.metshop.top/huya/11602033
电影_蘑菇影厅,http://cdn.jdshipin.com:8880/huya.php?id=11601981
电影_死神来了,http://cdn.jdshipin.com:8880/huya.php?id=11352903
电影_怪兽系列,http://cdn.jdshipin.com:8880/huya.php?id=21059554
当铁手团遇到光复社,http://huanqiuzhibo.cn/manifest/douyu.php?id=5875025
有一辆立标奔驰,http://lxajh.top/tv/douyu.php?id=12442176
斗鱼搞笑HD5,http://zzy789.xyz/douyu1.php?id=8737695
豆腐芭比,http://lxajh.top/tv/douyu.php?id=6478650
牛奶味的梦猪猪,http://tv123.top:35455/douyu/5261342
晓晓666666,http://lxajh.top/tv/douyu.php?id=426517
成龙历险纪,http://lxajh.top/tv/douyu.php?id=2287949
我砸晕了牛顿奥,http://lxajh.top/tv/douyu.php?id=1218414
傲娇的超级赛亚人,http://lxajh.top/tv/douyu.php?id=4373285
女团社颜老师,http://zzy789.xyz/douyu1.php?id=11327316
小猪优版剧院,http://tv123.top:35455/douyu/10297898
长片短解,http://tv123.top:35455/douyu/9410946
贝爷求生影视,http://zzy789.xyz/douyu1.php?id=9661369
电影吐槽汇,http://zzy789.xyz/douyu1.php?id=9447668
风云I人物志,http://zzy789.xyz/douyu1.php?id=9970047
到远方旅行,http://tv123.top:35455/douyu/9614588
大白话来也,http://zzy789.xyz/douyu1.php?id=9412287
哇萨比抓马WD,http://zzy789.xyz/douyu1.php?id=8808506
我是瓜皮儿本人a,http://zzy789.xyz/douyu1.php?id=9665696
火柴人HyunsDojo,http://zzy789.xyz/douyu1.php?id=9430394
瓦岗寨主坑爹李,http://tv123.top:35455/douyu/7661496
笑笑笑团长,http://zzy789.xyz/douyu1.php?id=10329368
然续续,http://zzy789.xyz/douyu1.php?id=9609171
别闹了美越,http://zzy789.xyz/douyu1.php?id=9548244
是真的林虎LinHu,http://zzy789.xyz/douyu1.php?id=9540113
爱讲神话的小志,http://zzy789.xyz/douyu1.php?id=9495613
内蒙古欢乐驿站,http://tv123.top:35455/douyu/9365077
胖段段fre,http://zzy789.xyz/douyu1.php?id=9662856
小手枪Newhandgun,http://zzy789.xyz/douyu1.php?id=8943060
猪肉熟了,http://zzy789.xyz/douyu1.php?id=296836
荒野万池王,http://zzy789.xyz/douyu1.php?id=9544576
苏八拉西吐槽屋,http://zzy789.xyz/douyu1.php?id=97643
酋知鱼,http://zzy789.xyz/douyu1.php?id=5408225
负担亡魂,http://tv123.top:35455/douyu/10308242
17号说动漫,http://zzy789.xyz/douyu1.php?id=9822277
数据库saber,http://tv123.top:35455/douyu/9720506
奇怪电影,http://tv123.top:35455/douyu/9440966
竹内亮导演,http://tv123.top:35455/douyu/8933612
妈见打ovo,http://tv123.top:35455/douyu/9413151
永无叙V,http://tv123.top:35455/douyu/9442980
锋哥聊商机,http://tv123.top:35455/douyu/9472141
潜伏sc,http://tv123.top:35455/douyu/9458345
郭云神奇,http://tv123.top:35455/douyu/8694831
徐克,http://cdn.jdshipin.com:8880/huya.php?id=11352909
浩贤说电影,http://lxajh.top/tv/douyu.php?id=10535867
顾久撩电影,http://live.nctv.top/huya.php?id=16422212
1905电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905
寒战2,https://vip.lz-cdn3.com/20220907/12892_5eb849b0/index.m3u8
周星星,https://live.ottiptv.cc/huya/11342412
斯坦森,http://tv123.top:35455/huya/21059588
神探蒲松龄,https://vip.lz-cdn3.com/20220930/14326_99ca3fbb/1200k/hls/mixed.m3u8
人生是道选择题,https://v.cdnlz3.com/20250107/31927_a78ba378/index.m3u8
芈月传,http://cfss.cc/cdn/hy/11352975.m3u8
TVB plus,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_j2.flv
无线新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_wxxw.flv
翡翠台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_jade.flv
HOY77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy77.flv
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream2/streamPlaylist.m3u8
HOY78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_hoy78.flv
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
Hoy77,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogehoy77511.flv
广电翡翠,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaoge15131132145.flv
Hoy78,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xaigjiaogehoy7801.flv
星光综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/zxcvbnm9852.flv
有线18,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogemytv0318.flv
中天新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztxw.flv
民视第一,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_msdy.flv
中天亚洲,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztyz.flv
中天综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztzh.flv
民视台湾,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_mstw.flv
ViuTV,https://hkfa.2025link.site/43rd_HK_Film_Awards/viutv_99
天映频道,https://hkfa.2025link.site/43rd_HK_Film_Awards/astro_celestial_movies
东森综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_dszh.flv
八大第一,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_bddy.flv
爱尔达娱乐,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_aedyl.flv
八大综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_bdzh.flv
纬来电影,http://61.216.11.93:49981/stream/channelid/1914405885.m3u8
好莱坞电影,http://61.216.11.93:49981/stream/channelid/286389561.m3u8
CINeMax,http://61.216.11.93:49981/stream/channelid/207378916.m3u8
Tvbs欢乐,http://61.216.11.93:49981/stream/channelid/1607444205.m3u8
民视闽南,http://61.216.11.93:49981/stream/channelid/1736257299.m3u8
年代综合,http://61.216.11.93:49981/stream/channelid/644357774.m3u8
TLC'综合,http://61.216.11.93:49981/stream/channelid/458490002.m3u8
纬来综合,http://61.216.11.93:49981/stream/channelid/106481234.m3u8
Nick少儿,http://61.216.11.93:49981/stream/channelid/580636100.m3u8
NHk日本,http://61.216.11.93:49981/stream/channelid/797583403.m3u8
cNN新闻,http://61.216.11.93:49981/stream/channelid/881277234.m3u8
信吉电视,http://61.216.11.93:49981/stream/channelid/166215564.m3u8
东森新闻,https://hls-gateway.vpstv.net/streams/476998.m3u8
中视菁采,https://hls-gateway.vpstv.net/streams/476260.m3u8
中视经典,https://hls-gateway.vpstv.net/streams/476362.m3u8
公视戏剧,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv042/index.m3u8?proxy=true
八大综艺,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv039/index.m3u8?proxy=true
三立综合,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-live207/index.m3u8?proxy=true
龙华洋片,https://hls-gateway.vpstv.net/streams/477076.m3u8
客家电视,https://hls-gateway.vpstv.net/streams/476229.m3u8
韩国娱乐,https://hls-gateway.vpstv.net/streams/708919.m3u8
中视新闻台,https://4gtv.dxjc.pp.ua/of-4gtv-4gtv074/index.m3u8
八大精彩台,https://4gtv.dxjc.pp.ua/4gtv-4gtv034/index.m3u8
明珠剧集,https://s1.m16tv.cfd/aktv/CH-19/AKTV.m3u8
翡翠剧集,https://s1.m16tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠综合,https://s1.m16tv.cfd/aktv/CH-17/AKTV.m3u8
凤凰卫视中文,https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
Channel 8,https://s1.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
TVB Plus,https://s1.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
tvN,https://s1.m16tv.cfd/aktv/tvn/AKTV.m3u8
PopC,https://s1.m16tv.cfd/aktv/popc/AKTV.m3u8
凤凰卫视资讯,https://s1.m16tv.cfd/aktv/CH-4/AKTV.m3u8
凤凰卫视香港,https://s1.m16tv.cfd/aktv/CH-5/AKTV.m3u8
Japan News 24H LIVE,https://s1.m16tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
日テレNEWS LIVE,https://s1.m16tv.cfd/aktvjp/ntv/AKTV.m3u8
HBO,https://s1.m16tv.cfd/aktv2/hbo/AKTV.m3u8
IQIYI,https://s1.m16tv.cfd/aktv2/iqiyi/AKTV.m3u8
VIUTV,https://s1.m16tv.cfd/aktv2/viutv/AKTV.m3u8
东森洋片,https://s1.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
KPOP+,https://s1.m16tv.cfd/aktv3/kpop/AKTV.m3u8
朝鲜恩情,https://s1.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
千禧经典台,https://migu.188766.xyz/?migutoken=2dc845ddd697f5dc79d5bfe45de67bfa&id=Tvbclassic&type=dy
天映经典,https://migu.188766.xyz/?migutoken=4577c94cbb52fe321f268950fea8bdbc&id=Celestial2&type=dy
TVB J1,http://live.xmqkx.com/live/xU3SHbh86UZDdCEoP4aRvogZf7Onz4VphQKpce5vuUHrwYauhG.flv
TVB翡翠,https://migu.188766.xyz/?migutoken=a8fb7138271999990f4feec81eba3289&id=hk_fct&type=dy
八大戏剧,https://hls-gateway.vpstv.net/streams/488934.m3u8
大爱电视,https://hls-gateway.vpstv.net/streams/477082.m3u8
东森财经新闻,https://hls-gateway.vpstv.net/streams/477062.m3u8
镜电视新闻,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv075/index.m3u8?proxy=true
八度空间,http://8.138.7.223/【公众号：榴芒电视】/8tv.m3u8
梨园,http://106.59.3.183:55555/rtp/239.200.200.101:8048
东森戏剧,https://hls-gateway.vpstv.net/streams/476994.m3u8
DOTA2,https://live.ottiptv.cc/douyu/3811559
熊猫2,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao02/1000/index.m3u8?msisdn=20251109040031e66f682695df4638a568c48cad96ffb2&mdspid=&spid=699004&netType=0&sid=2200200717&pid=2028597139&timestamp=20251109040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608933640&ParentNodeID=-99&assertID=2200200717&client_ip=106.13.250.89&SecurityKey=20251109040031&promotionId=&mvid=2200200717&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8c34b13b27abb3ae98fbb4b2580f6c4b&ddCalcu=b84cec30648fb001835b22b74abbbbf38a9e
熊猫3,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao03/1000/index.m3u8?msisdn=202511090400313d79162785b44c0083dc8bd7fe2e0c21&mdspid=&spid=699004&netType=0&sid=2200200738&pid=2028597139&timestamp=20251109040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934619&ParentNodeID=-99&assertID=2200200738&client_ip=106.13.250.89&SecurityKey=20251109040031&promotionId=&mvid=2200200738&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5fa61e40e6f7948ec65bf0036ab53ab3&ddCalcu=35bfeaa0368510bea4603e060ff7b95468ce
熊猫4,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao04/1000/index.m3u8?msisdn=202511090400310ced361bb57d4805a0609e3aa7241e94&mdspid=&spid=699004&netType=0&sid=2200200771&pid=2028597139&timestamp=20251109040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608934721&ParentNodeID=-99&assertID=2200200771&client_ip=106.13.250.89&SecurityKey=20251109040031&promotionId=&mvid=2200200771&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9ce339faddb1d07f32ebfa1b955112c1&ddCalcu=19cce2e0138130595f9abd1dabf1bde0273f
熊猫5,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/xiongmao05/1000/index.m3u8?msisdn=202511090400318c32b19fd927473abeb06ab56a31fa31&mdspid=&spid=699004&netType=0&sid=2200200791&pid=2028597139&timestamp=20251109040031&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608935104&ParentNodeID=-99&assertID=2200200791&client_ip=106.13.250.89&SecurityKey=20251109040031&promotionId=&mvid=2200200791&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=146a4d0f209db02b512e35cac1eca6b6&ddCalcu=61b4e660aa8c40ed10cfa2c0593deb20125b
